YearWeekISO;ReportingCountry;Denominator;NumberDosesReceived;NumberDosesExported;FirstDose;FirstDoseRefused;SecondDose;DoseAdditional1;DoseAdditional2;DoseAdditional3;UnknownDose;Region;TargetGroup;Vaccine;Population
2021-W31;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;NVXD;8932664
2021-W31;AT;428300;0;0;7;;1;0;0;0;0;AT;Age5_9;COM;8932664
2021-W31;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;COMBA.1;8932664
2021-W31;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;MODBA.1;8932664
2021-W31;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;AZ;8932664
2021-W31;AT;1047888;0;0;0;;0;0;0;0;0;AT;Age60_69;SGSK;8932664
2021-W31;AT;1047888;0;0;1;;4;0;0;0;0;AT;Age60_69;COMBA.1;8932664
2021-W31;AT;1047888;0;0;2577;;8909;95;1;0;0;AT;Age60_69;COM;8932664
2021-W31;AT;1047888;0;0;0;;0;0;0;0;25;AT;Age60_69;UNK;8932664
2021-W31;AT;1047888;0;0;0;;0;0;0;0;0;AT;Age60_69;NVXD;8932664
2021-W31;AT;1047888;0;0;217;;1283;4;0;0;0;AT;Age60_69;MOD;8932664
2021-W31;AT;1047888;0;0;0;;0;0;0;0;0;AT;Age60_69;VLA;8932664
2021-W31;AT;1047888;0;0;0;;0;0;0;0;0;AT;Age60_69;COMBA.4-5;8932664
2021-W31;AT;1047888;0;0;53;;2829;3;0;0;0;AT;Age60_69;AZ;8932664
2021-W31;AT;1047888;0;0;0;;0;0;0;0;0;AT;Age60_69;MODBA.1;8932664
2021-W31;AT;1047888;0;0;1757;;1;9;0;0;0;AT;Age60_69;JANSS;8932664
2021-W31;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;COMBA.1;8932664
2021-W31;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;MODBA.1;8932664
2021-W31;AT;753524;0;0;0;;0;0;0;0;30;AT;Age70_79;UNK;8932664
2021-W31;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;COMBA.4-5;8932664
2021-W31;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;NVXD;8932664
2021-W31;AT;753524;0;0;1296;;3805;67;1;0;0;AT;Age70_79;COM;8932664
2021-W31;AT;753524;0;0;24;;665;3;0;0;0;AT;Age70_79;AZ;8932664
2021-W31;AT;753524;0;0;919;;1;5;0;0;0;AT;Age70_79;JANSS;8932664
2021-W31;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;VLA;8932664
2021-W31;AT;753524;0;0;133;;486;12;0;0;0;AT;Age70_79;MOD;8932664
2021-W31;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;SGSK;8932664
2021-W31;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;SGSK;8932664
2021-W31;AT;502105;0;0;72;;171;7;0;0;0;AT;Age80+;MOD;8932664
2021-W31;AT;502105;0;0;0;;0;0;0;0;5;AT;Age80+;UNK;8932664
2021-W31;AT;502105;0;0;677;;1558;41;0;0;0;AT;Age80+;COM;8932664
2021-W31;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;COMBA.4-5;8932664
2021-W31;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;NVXD;8932664
2021-W31;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;MODBA.1;8932664
2021-W31;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;COMBA.1;8932664
2021-W31;AT;502105;0;0;24;;384;3;1;0;0;AT;Age80+;AZ;8932664
2021-W31;AT;502105;0;0;468;;3;9;0;0;0;AT;Age80+;JANSS;8932664
2021-W31;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;VLA;8932664
2021-W31;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;COMBA.4-5;8932664
2021-W31;AT;1543886;0;0;0;;0;0;0;0;1;AT;Age<18;UNK;8932664
2021-W31;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;SGSK;8932664
2021-W31;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;MODBA.1;8932664
2021-W31;AT;1543886;0;0;9;;16;0;0;0;0;AT;Age<18;AZ;8932664
2021-W31;AT;1543886;0;0;569;;16;0;0;0;0;AT;Age<18;MOD;8932664
2021-W31;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;VLA;8932664
2021-W31;AT;1543886;0;0;33;;0;0;0;0;0;AT;Age<18;JANSS;8932664
2021-W31;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;NVXD;8932664
2021-W31;AT;1543886;0;0;8400;;27863;22;0;0;0;AT;Age<18;COM;8932664
2021-W31;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;COMBA.1;8932664
2021-W32;AT;7388778;0;0;0;;0;0;0;0;0;AT;ALL;COMBA.4-5;8932664
2021-W32;AT;7388778;0;0;2;;4;1;0;0;0;AT;ALL;COMBA.1;8932664
2021-W32;AT;7388778;0;0;0;;0;0;0;0;0;AT;ALL;SGSK;8932664
2021-W32;AT;7388778;0;0;0;;0;0;0;0;0;AT;ALL;NVXD;8932664
2021-W32;AT;7388778;0;0;0;;0;0;0;0;136;AT;ALL;UNK;8932664
2021-W32;AT;7388778;0;0;10706;;35;35;0;0;0;AT;ALL;JANSS;8932664
2021-W32;AT;7388778;0;0;0;;0;0;0;0;0;AT;ALL;VLA;8932664
2021-W32;AT;7388778;0;0;1;;0;0;0;0;0;AT;ALL;MODBA.1;8932664
2021-W32;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;COMBA.1;8932664
2021-W32;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;VLA;8932664
2021-W32;AT;433755;0;0;3;;1;0;0;0;0;AT;Age0_4;COM;8932664
2021-W32;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;NVXD;8932664
2021-W32;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;MODBA.1;8932664
2021-W32;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;COMBA.4-5;8932664
2021-W32;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;JANSS;8932664
2021-W32;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;SGSK;8932664
2021-W32;AT;433755;0;0;1;;0;0;0;0;0;AT;Age0_4;MOD;8932664
2021-W32;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;AZ;8932664
2021-W32;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;UNK;8932664
2021-W32;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;MODBA.1;8932664
2021-W32;AT;423433;0;0;89;;4;0;0;0;0;AT;Age10_14;MOD;8932664
2021-W32;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;NVXD;8932664
2021-W32;AT;423433;0;0;4;;0;0;0;0;0;AT;Age10_14;JANSS;8932664
2021-W32;AT;423433;0;0;2716;;8336;6;1;0;0;AT;Age10_14;COM;8932664
2021-W32;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;UNK;8932664
2021-W32;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;COMBA.4-5;8932664
2021-W32;AT;423433;0;0;3;;0;0;0;0;0;AT;Age10_14;AZ;8932664
2021-W32;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;SGSK;8932664
2021-W32;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;VLA;8932664
2021-W32;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;COMBA.1;8932664
2021-W32;AT;258398;0;0;3120;;13844;9;2;0;0;AT;Age15_17;COM;8932664
2021-W32;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;COMBA.1;8932664
2021-W32;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;MODBA.1;8932664
2021-W32;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;VLA;8932664
2021-W32;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;COMBA.4-5;8932664
2021-W32;AT;258398;0;0;112;;7;0;0;0;0;AT;Age15_17;MOD;8932664
2021-W32;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;UNK;8932664
2021-W32;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;SGSK;8932664
2021-W32;AT;258398;0;0;18;;0;0;0;0;0;AT;Age15_17;JANSS;8932664
2021-W32;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;NVXD;8932664
2021-W32;AT;258398;0;0;4;;6;0;0;0;0;AT;Age15_17;AZ;8932664
2021-W32;AT;683584;0;0;193;;718;1;0;0;0;AT;Age18_24;MOD;8932664
2021-W32;AT;683584;0;0;1504;;8;2;0;0;0;AT;Age18_24;JANSS;8932664
2021-W32;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;SGSK;8932664
2021-W32;AT;683584;0;0;3595;;21068;24;1;0;0;AT;Age18_24;COM;8932664
2021-W32;AT;683584;0;0;39;;511;2;0;0;0;AT;Age18_24;AZ;8932664
2021-W32;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;NVXD;8932664
2021-W32;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;MODBA.1;8932664
2021-W32;AT;683584;0;0;2;;0;0;0;0;0;AT;Age18_24;COMBA.1;8932664
2021-W32;AT;683584;0;0;0;;0;0;0;0;16;AT;Age18_24;UNK;8932664
2021-W32;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;COMBA.4-5;8932664
2021-W32;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;VLA;8932664
2021-W32;AT;3002329;0;0;5188;;13;10;0;0;0;AT;Age25_49;JANSS;8932664
2021-W32;AT;3002329;0;0;10352;;61785;136;2;0;0;AT;Age25_49;COM;8932664
2021-W32;AT;3002329;0;0;0;;0;0;0;0;0;AT;Age25_49;VLA;8932664
2021-W32;AT;3002329;0;0;0;;0;0;0;0;0;AT;Age25_49;SGSK;8932664
2021-W32;AT;3002329;0;0;661;;5660;23;2;0;0;AT;Age25_49;MOD;8932664
2021-W32;AT;3002329;0;0;0;;4;1;0;0;0;AT;Age25_49;COMBA.1;8932664
2021-W32;AT;3002329;0;0;0;;0;0;0;0;0;AT;Age25_49;COMBA.4-5;8932664
2021-W32;AT;3002329;0;0;0;;0;0;0;0;0;AT;Age25_49;NVXD;8932664
2021-W32;AT;3002329;0;0;0;;0;0;0;0;63;AT;Age25_49;UNK;8932664
2021-W32;AT;3002329;0;0;1;;0;0;0;0;0;AT;Age25_49;MODBA.1;8932664
2021-W32;AT;3002329;0;0;142;;1958;7;0;0;0;AT;Age25_49;AZ;8932664
2021-W32;AT;1399348;0;0;0;;0;0;0;0;0;AT;Age50_59;SGSK;8932664
2021-W32;AT;1399348;0;0;1969;;8;6;0;0;0;AT;Age50_59;JANSS;8932664
2021-W32;AT;1399348;0;0;0;;0;0;0;0;17;AT;Age50_59;UNK;8932664
2021-W32;AT;1399348;0;0;0;;0;0;0;0;0;AT;Age50_59;COMBA.1;8932664
2021-W32;AT;1399348;0;0;0;;0;0;0;0;0;AT;Age50_59;COMBA.4-5;8932664
2021-W32;AT;1399348;0;0;0;;0;0;0;0;0;AT;Age50_59;NVXD;8932664
2021-W32;AT;1399348;0;0;0;;0;0;0;0;0;AT;Age50_59;VLA;8932664
2021-W32;AT;1399348;0;0;0;;0;0;0;0;0;AT;Age50_59;MODBA.1;8932664
2021-W32;AT;1399348;0;0;163;;1377;24;0;0;0;AT;Age50_59;MOD;8932664
2021-W32;AT;1399348;0;0;35;;1234;12;0;0;0;AT;Age50_59;AZ;8932664
2021-W32;AT;1399348;0;0;3269;;12981;78;0;0;0;AT;Age50_59;COM;8932664
2021-W32;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;COMBA.4-5;8932664
2021-W32;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;MODBA.1;8932664
2021-W32;AT;428300;0;0;1;;0;0;0;0;0;AT;Age5_9;MOD;8932664
2021-W32;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;JANSS;8932664
2021-W32;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;NVXD;8932664
2021-W32;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;SGSK;8932664
2021-W32;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;COMBA.1;8932664
2021-W32;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;VLA;8932664
2021-W32;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;AZ;8932664
2021-W32;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;UNK;8932664
2021-W32;AT;428300;0;0;6;;4;0;0;0;0;AT;Age5_9;COM;8932664
2021-W32;AT;1047888;0;0;0;;0;0;0;0;0;AT;Age60_69;SGSK;8932664
2021-W32;AT;1047888;0;0;0;;0;0;0;0;0;AT;Age60_69;COMBA.1;8932664
2021-W32;AT;1047888;0;0;0;;0;0;0;0;0;AT;Age60_69;MODBA.1;8932664
2021-W32;AT;1047888;0;0;1104;;2;11;0;0;0;AT;Age60_69;JANSS;8932664
2021-W32;AT;1047888;0;0;0;;0;0;0;0;0;AT;Age60_69;VLA;8932664
2021-W32;AT;1047888;0;0;0;;0;0;0;0;22;AT;Age60_69;UNK;8932664
2021-W32;AT;1047888;0;0;0;;0;0;0;0;0;AT;Age60_69;COMBA.4-5;8932664
2021-W32;AT;1047888;0;0;85;;527;38;0;0;0;AT;Age60_69;MOD;8932664
2021-W32;AT;1047888;0;0;30;;852;15;0;0;0;AT;Age60_69;AZ;8932664
2021-W32;AT;1047888;0;0;0;;0;0;0;0;0;AT;Age60_69;NVXD;8932664
2021-W32;AT;1047888;0;0;2019;;7152;98;4;0;0;AT;Age60_69;COM;8932664
2021-W32;AT;753524;0;0;605;;2;2;0;0;0;AT;Age70_79;JANSS;8932664
2021-W32;AT;753524;0;0;0;;0;0;0;0;14;AT;Age70_79;UNK;8932664
2021-W32;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;COMBA.1;8932664
2021-W32;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;MODBA.1;8932664
2021-W32;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;COMBA.4-5;8932664
2021-W32;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;VLA;8932664
2021-W32;AT;753524;0;0;15;;332;10;0;0;0;AT;Age70_79;AZ;8932664
2021-W32;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;SGSK;8932664
2021-W32;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;NVXD;8932664
2021-W32;AT;753524;0;0;46;;242;48;0;0;0;AT;Age70_79;MOD;8932664
2021-W32;AT;753524;0;0;1023;;3451;71;1;0;0;AT;Age70_79;COM;8932664
2021-W32;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;MODBA.1;8932664
2021-W32;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;VLA;8932664
2021-W32;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;SGSK;8932664
2021-W32;AT;502105;0;0;336;;2;4;0;0;0;AT;Age80+;JANSS;8932664
2021-W32;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;COMBA.1;8932664
2021-W32;AT;502105;0;0;13;;199;5;0;0;0;AT;Age80+;AZ;8932664
2021-W32;AT;502105;0;0;15;;99;28;0;0;0;AT;Age80+;MOD;8932664
2021-W32;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;NVXD;8932664
2021-W32;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;COMBA.4-5;8932664
2021-W32;AT;502105;0;0;0;;0;0;0;0;4;AT;Age80+;UNK;8932664
2021-W32;AT;502105;0;0;540;;1568;65;1;0;0;AT;Age80+;COM;8932664
2021-W32;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;VLA;8932664
2021-W32;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;COMBA.1;8932664
2021-W32;AT;1543886;0;0;22;;0;0;0;0;0;AT;Age<18;JANSS;8932664
2021-W32;AT;1543886;0;0;5845;;22185;15;3;0;0;AT;Age<18;COM;8932664
2021-W32;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;MODBA.1;8932664
2021-W32;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;UNK;8932664
2021-W32;AT;1543886;0;0;7;;6;0;0;0;0;AT;Age<18;AZ;8932664
2021-W32;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;SGSK;8932664
2021-W32;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;NVXD;8932664
2021-W32;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;COMBA.4-5;8932664
2021-W32;AT;1543886;0;0;203;;11;0;0;0;0;AT;Age<18;MOD;8932664
2021-W33;AT;7388778;0;0;5;;4;0;0;0;0;AT;ALL;COMBA.1;8932664
2021-W33;AT;7388778;0;0;13706;;36;75;2;0;0;AT;ALL;JANSS;8932664
2021-W33;AT;7388778;0;0;0;;0;0;0;0;0;AT;ALL;VLA;8932664
2021-W33;AT;7388778;0;0;0;;2;0;0;0;0;AT;ALL;COMBA.4-5;8932664
2021-W33;AT;7388778;0;0;0;;0;0;0;0;0;AT;ALL;MODBA.1;8932664
2021-W33;AT;7388778;0;0;0;;0;0;0;0;0;AT;ALL;SGSK;8932664
2021-W33;AT;7388778;0;0;0;;0;0;0;0;109;AT;ALL;UNK;8932664
2021-W33;AT;7388778;0;0;0;;0;0;0;0;0;AT;ALL;NVXD;8932664
2021-W33;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;VLA;8932664
2021-W33;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;NVXD;8932664
2021-W33;AT;433755;0;0;4;;0;0;0;0;0;AT;Age0_4;COM;8932664
2021-W33;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;COMBA.4-5;8932664
2021-W33;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;MOD;8932664
2021-W33;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;JANSS;8932664
2021-W33;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;SGSK;8932664
2021-W33;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;MODBA.1;8932664
2021-W33;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;UNK;8932664
2021-W33;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;COMBA.1;8932664
2021-W33;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;AZ;8932664
2021-W33;AT;423433;0;0;3509;;6513;3;0;0;0;AT;Age10_14;COM;8932664
2021-W33;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;UNK;8932664
2021-W33;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;COMBA.4-5;8932664
2021-W33;AT;423433;0;0;0;;1;0;0;0;0;AT;Age10_14;COMBA.1;8932664
2021-W33;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;SGSK;8932664
2021-W33;AT;423433;0;0;87;;11;0;0;0;0;AT;Age10_14;MOD;8932664
2021-W33;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;NVXD;8932664
2021-W33;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;MODBA.1;8932664
2021-W33;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;VLA;8932664
2021-W33;AT;423433;0;0;11;;0;1;0;0;0;AT;Age10_14;JANSS;8932664
2021-W33;AT;423433;0;0;0;;2;0;0;0;0;AT;Age10_14;AZ;8932664
2021-W33;AT;258398;0;0;6;;5;0;0;0;0;AT;Age15_17;AZ;8932664
2021-W33;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;SGSK;8932664
2021-W33;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;COMBA.4-5;8932664
2021-W33;AT;258398;0;0;112;;9;0;0;0;0;AT;Age15_17;MOD;8932664
2021-W33;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;COMBA.1;8932664
2021-W33;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;MODBA.1;8932664
2021-W33;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;NVXD;8932664
2021-W33;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;VLA;8932664
2021-W33;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;UNK;8932664
2021-W33;AT;258398;0;0;26;;0;0;0;0;0;AT;Age15_17;JANSS;8932664
2021-W33;AT;258398;0;0;3519;;11305;6;0;0;0;AT;Age15_17;COM;8932664
2021-W33;AT;683584;0;0;1;;0;0;0;0;0;AT;Age18_24;COMBA.1;8932664
2021-W33;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;COMBA.4-5;8932664
2021-W33;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;SGSK;8932664
2021-W33;AT;683584;0;0;0;;0;0;0;0;9;AT;Age18_24;UNK;8932664
2021-W33;AT;683584;0;0;1897;;6;1;0;0;0;AT;Age18_24;JANSS;8932664
2021-W33;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;MODBA.1;8932664
2021-W33;AT;683584;0;0;24;;357;0;0;0;0;AT;Age18_24;AZ;8932664
2021-W33;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;VLA;8932664
2021-W33;AT;683584;0;0;3926;;20374;30;0;0;0;AT;Age18_24;COM;8932664
2021-W33;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;NVXD;8932664
2021-W33;AT;683584;0;0;249;;1455;1;0;0;0;AT;Age18_24;MOD;8932664
2021-W33;AT;3002329;0;0;1;;3;0;0;0;0;AT;Age25_49;COMBA.1;8932664
2021-W33;AT;3002329;0;0;798;;7197;23;0;0;0;AT;Age25_49;MOD;8932664
2021-W33;AT;3002329;0;0;0;;0;0;0;0;0;AT;Age25_49;NVXD;8932664
2021-W33;AT;3002329;0;0;6829;;17;15;2;0;0;AT;Age25_49;JANSS;8932664
2021-W33;AT;3002329;0;0;0;;0;0;0;0;0;AT;Age25_49;MODBA.1;8932664
2021-W33;AT;3002329;0;0;0;;0;0;0;0;0;AT;Age25_49;SGSK;8932664
2021-W33;AT;3002329;0;0;0;;0;0;0;0;44;AT;Age25_49;UNK;8932664
2021-W33;AT;3002329;0;0;11845;;35280;185;15;0;0;AT;Age25_49;COM;8932664
2021-W33;AT;3002329;0;0;0;;1;0;0;0;0;AT;Age25_49;COMBA.4-5;8932664
2021-W33;AT;3002329;0;0;0;;0;0;0;0;0;AT;Age25_49;VLA;8932664
2021-W33;AT;3002329;0;0;97;;1084;4;1;0;0;AT;Age25_49;AZ;8932664
2021-W33;AT;1399348;0;0;226;;2380;16;0;0;0;AT;Age50_59;MOD;8932664
2021-W33;AT;1399348;0;0;0;;1;0;0;0;0;AT;Age50_59;COMBA.1;8932664
2021-W33;AT;1399348;0;0;2547;;7;13;0;0;0;AT;Age50_59;JANSS;8932664
2021-W33;AT;1399348;0;0;0;;0;0;0;0;0;AT;Age50_59;MODBA.1;8932664
2021-W33;AT;1399348;0;0;0;;0;0;0;0;0;AT;Age50_59;COMBA.4-5;8932664
2021-W33;AT;1399348;0;0;0;;0;0;0;0;13;AT;Age50_59;UNK;8932664
2021-W33;AT;1399348;0;0;3610;;8769;131;2;0;0;AT;Age50_59;COM;8932664
2021-W33;AT;1399348;0;0;0;;0;0;0;0;0;AT;Age50_59;NVXD;8932664
2021-W33;AT;1399348;0;0;0;;0;0;0;0;0;AT;Age50_59;SGSK;8932664
2021-W33;AT;1399348;0;0;39;;485;1;0;0;0;AT;Age50_59;AZ;8932664
2021-W33;AT;1399348;0;0;0;;0;0;0;0;0;AT;Age50_59;VLA;8932664
2021-W33;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;COMBA.1;8932664
2021-W33;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;AZ;8932664
2021-W33;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;COMBA.4-5;8932664
2021-W33;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;JANSS;8932664
2021-W33;AT;428300;0;0;6;;2;0;0;0;0;AT;Age5_9;COM;8932664
2021-W33;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;NVXD;8932664
2021-W33;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;MOD;8932664
2021-W33;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;MODBA.1;8932664
2021-W33;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;VLA;8932664
2021-W33;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;UNK;8932664
2021-W33;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;SGSK;8932664
2021-W33;AT;1047888;0;0;1357;;0;20;0;0;0;AT;Age60_69;JANSS;8932664
2021-W33;AT;1047888;0;0;41;;245;3;0;0;0;AT;Age60_69;AZ;8932664
2021-W33;AT;1047888;0;0;0;;0;0;0;0;0;AT;Age60_69;SGSK;8932664
2021-W33;AT;1047888;0;0;123;;1101;18;0;0;0;AT;Age60_69;MOD;8932664
2021-W33;AT;1047888;0;0;2123;;5135;149;3;0;0;AT;Age60_69;COM;8932664
2021-W33;AT;1047888;0;0;0;;0;0;0;0;0;AT;Age60_69;NVXD;8932664
2021-W33;AT;1047888;0;0;0;;0;0;0;0;28;AT;Age60_69;UNK;8932664
2021-W33;AT;1047888;0;0;0;;1;0;0;0;0;AT;Age60_69;COMBA.4-5;8932664
2021-W33;AT;1047888;0;0;0;;0;0;0;0;0;AT;Age60_69;MODBA.1;8932664
2021-W33;AT;1047888;0;0;0;;0;0;0;0;0;AT;Age60_69;VLA;8932664
2021-W33;AT;1047888;0;0;2;;0;0;0;0;0;AT;Age60_69;COMBA.1;8932664
2021-W33;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;MODBA.1;8932664
2021-W33;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;NVXD;8932664
2021-W33;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;SGSK;8932664
2021-W33;AT;753524;0;0;1107;;2396;107;4;0;0;AT;Age70_79;COM;8932664
2021-W33;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;VLA;8932664
2021-W33;AT;753524;0;0;1;;0;0;0;0;0;AT;Age70_79;COMBA.1;8932664
2021-W33;AT;753524;0;0;18;;185;1;0;0;0;AT;Age70_79;AZ;8932664
2021-W33;AT;753524;0;0;692;;2;21;0;0;0;AT;Age70_79;JANSS;8932664
2021-W33;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;COMBA.4-5;8932664
2021-W33;AT;753524;0;0;0;;0;0;0;0;13;AT;Age70_79;UNK;8932664
2021-W33;AT;753524;0;0;73;;427;25;0;0;0;AT;Age70_79;MOD;8932664
2021-W33;AT;502105;0;0;36;;163;12;0;0;0;AT;Age80+;MOD;8932664
2021-W33;AT;502105;0;0;694;;1073;88;1;0;0;AT;Age80+;COM;8932664
2021-W33;AT;502105;0;0;0;;0;0;0;0;2;AT;Age80+;UNK;8932664
2021-W33;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;COMBA.4-5;8932664
2021-W33;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;MODBA.1;8932664
2021-W33;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;COMBA.1;8932664
2021-W33;AT;502105;0;0;384;;4;5;0;0;0;AT;Age80+;JANSS;8932664
