YearWeekISO;ReportingCountry;Denominator;NumberDosesReceived;NumberDosesExported;FirstDose;FirstDoseRefused;SecondDose;DoseAdditional1;DoseAdditional2;DoseAdditional3;UnknownDose;Region;TargetGroup;Vaccine;Population
2021-W48;AT;7388778;2128230;0;37754;;76269;521376;529;11;0;AT;ALL;COM;8932664
2021-W50;AT;7388778;1760280;0;43822;;71013;440336;696;21;0;AT;ALL;COM;8932664
2022-W10;AT;7388778;1506000;0;756;;43;125;27;2;0;AT;ALL;NVXD;8978929
2022-W08;AT;7388778;1110000;0;10;;2;2;2;0;0;AT;ALL;NVXD;8978929
2021-W49;AT;7388778;1064700;0;34844;;78769;438203;455;9;0;AT;ALL;COM;8932664
2022-W15;AT;7388778;833850;0;575;;1255;9753;3805;7;0;AT;ALL;COM;8978929
2022-W16;AT;7388778;833850;0;568;;1539;10529;5227;16;0;AT;ALL;COM;8978929
2022-W14;AT;7388778;772200;0;794;;1660;11609;3849;16;0;AT;ALL;COM;8978929
2021-W26;AT;7388778;559260;0;129540;;269044;181;3;0;0;AT;ALL;COM;8932664
2021-W25;AT;7388778;558090;0;164060;;288661;114;10;0;0;AT;ALL;COM;8932664
2021-W34;AT;7388778;551070;0;24538;;36182;947;14;0;0;AT;ALL;COM;8932664
2021-W26;AT;7388778;537600;5000;3111;;104489;27;3;0;0;AT;ALL;AZ;8932664
2022-W26;AT;7388778;536000;0;28;;51;85;127;5;0;AT;ALL;NVXD;8978929
2022-W10;AT;7388778;533520;0;1139;;3991;12298;3166;14;0;AT;ALL;COM;8978929
2022-W09;AT;7388778;532350;0;1565;;5792;14912;3167;15;0;AT;ALL;COM;8978929
2022-W06;AT;7388778;529140;0;6344;;16340;56205;2423;25;0;AT;ALL;COM;8978929
2021-W33;AT;7388778;519480;0;23305;;73027;690;25;0;0;AT;ALL;COM;8932664
2021-W39;AT;7388778;465660;0;27585;;25313;32222;64;1;0;AT;ALL;COM;8932664
2022-W12;AT;7388778;440640;0;1103;;2458;11749;3654;10;0;AT;ALL;COM;8978929
2022-W11;AT;7388778;437760;0;865;;2773;11088;3223;18;0;AT;ALL;COM;8978929
2021-W45;AT;7388778;430560;0;109876;;35455;292257;282;6;0;AT;ALL;COM;8932664
2022-W21;AT;7388778;427200;0;395;;822;7711;6244;26;0;AT;ALL;COM;8978929
2021-W46;AT;7388778;422400;0;78;;86;102;3;0;0;AT;ALL;AZ;8932664
2022-W03;AT;7388778;372030;0;19101;;24948;150242;801;27;0;AT;ALL;COM;8978929
2022-W02;AT;7388778;368520;0;20400;;39991;198234;1902;29;0;AT;ALL;COM;8978929
2022-W01;AT;7388778;366000;0;16475;;36604;161818;680;18;0;AT;ALL;COM;8978929
2021-W51;AT;7388778;362300;0;1458;;1794;22520;116;3;0;AT;ALL;MOD;8932664
2022-W05;AT;7388778;351450;0;9033;;21392;131855;2245;23;0;AT;ALL;COM;8978929
2022-W08;AT;7388778;345600;0;0;;2;8;1;0;0;AT;ALL;AZ;8978929
2021-W44;AT;7388778;324000;0;86;;115;36;0;0;0;AT;ALL;AZ;8932664
2021-W34;AT;7388778;314400;0;233;;1591;17;1;0;0;AT;ALL;AZ;8932664
2021-W31;AT;7388778;312390;0;29370;;152707;431;11;0;0;AT;ALL;COM;8932664
2021-W32;AT;7388778;312390;0;20798;;108005;472;9;0;0;AT;ALL;COM;8932664
2021-W49;AT;7388778;300000;50000;10;;34;38;2;0;0;AT;ALL;AZ;8932664
2021-W29;AT;7388778;298350;0;54005;;201769;269;3;0;0;AT;ALL;COM;8932664
2021-W30;AT;7388778;298350;0;31704;;184796;338;8;0;0;AT;ALL;COM;8932664
2021-W27;AT;7388778;297180;0;95961;;240118;268;5;0;0;AT;ALL;COM;8932664
2021-W28;AT;7388778;297180;0;63792;;216535;290;11;0;0;AT;ALL;COM;8932664
2021-W35;AT;7388778;296010;0;25537;;25878;3458;24;1;0;AT;ALL;COM;8932664
2021-W36;AT;7388778;290160;0;29497;;23127;5706;27;1;0;AT;ALL;COM;8932664
2022-W13;AT;7388778;259200;0;43;;76;487;241;2;0;AT;ALL;MOD;8978929
2021-W44;AT;7388778;235200;990725;4750;;19;365;4;0;0;AT;ALL;JANSS;8932664
2021-W42;AT;7388778;230400;0;3323;;16;307;1;0;0;AT;ALL;JANSS;8932664
2021-W33;AT;7388778;216600;351600;234;;2471;10;1;0;0;AT;ALL;AZ;8932664
2021-W46;AT;7388778;215280;0;87954;;45893;481188;407;13;0;AT;ALL;COM;8932664
2021-W47;AT;7388778;215280;0;52819;;54576;571559;484;15;0;AT;ALL;COM;8932664
2022-W08;AT;7388778;213840;0;2013;;7760;18175;2507;16;0;AT;ALL;COM;8978929
2022-W19;AT;7388778;211200;0;501;;1796;12404;9106;22;0;AT;ALL;COM;8978929
2021-W43;AT;7388778;208800;0;5436;;13;337;3;0;0;AT;ALL;JANSS;8932664
2022-W07;AT;7388778;207840;0;3192;;10784;26920;2885;21;0;AT;ALL;COM;8978929
2022-W04;AT;7388778;195840;0;14343;;21027;124100;904;20;0;AT;ALL;COM;8978929
2021-W44;AT;7388778;194400;0;2111;;1059;10934;23;4;0;AT;ALL;MOD;8932664
2021-W45;AT;7388778;194400;0;3465;;1824;24618;46;2;0;AT;ALL;MOD;8932664
2021-W49;AT;7388778;193400;0;2672;;3234;65598;129;6;0;AT;ALL;MOD;8932664
2021-W48;AT;7388778;193200;0;2606;;2750;69995;116;10;0;AT;ALL;MOD;8932664
2021-W46;AT;7388778;192300;0;3030;;1734;40131;141;3;0;AT;ALL;MOD;8932664
2021-W47;AT;7388778;192000;0;2700;;2193;64157;85;5;0;AT;ALL;MOD;8932664
2021-W38;AT;7388778;189540;0;31488;;24427;21273;53;2;0;AT;ALL;COM;8932664
2021-W37;AT;7388778;187200;0;35346;;26159;12476;41;0;0;AT;ALL;COM;8932664
2021-W38;AT;7388778;182400;0;120;;957;23;1;0;0;AT;ALL;AZ;8932664
2021-W30;AT;7388778;175200;50000;472;;24528;26;1;0;0;AT;ALL;AZ;8932664
2021-W43;AT;7388778;170400;0;64;;141;16;1;0;0;AT;ALL;AZ;8932664
2021-W40;AT;7388778;160800;0;95;;275;15;0;0;0;AT;ALL;AZ;8932664
2021-W42;AT;7388778;160800;0;69;;147;15;1;0;0;AT;ALL;AZ;8932664
2021-W32;AT;7388778;152400;0;1163;;8623;162;2;0;0;AT;ALL;MOD;8932664
2022-W20;AT;7388778;141600;0;11;;28;366;494;4;0;AT;ALL;MOD;8978929
2022-W03;AT;7388778;139000;0;981;;1794;14304;146;4;0;AT;ALL;MOD;8978929
2021-W43;AT;7388778;138060;0;39329;;22058;59614;67;1;0;AT;ALL;COM;8932664
2022-W08;AT;7388778;138000;0;159;;460;1009;185;2;0;AT;ALL;MOD;8978929
2021-W40;AT;7388778;136890;0;24136;;30082;61437;61;2;0;AT;ALL;COM;8932664
2021-W41;AT;7388778;136890;0;20349;;29027;61745;90;2;0;AT;ALL;COM;8932664
2021-W42;AT;7388778;135720;0;26699;;27374;76857;84;0;0;AT;ALL;COM;8932664
2021-W39;AT;7388778;134400;400000;110;;583;14;2;0;0;AT;ALL;AZ;8932664
2021-W29;AT;7388778;129600;0;780;;26297;27;1;0;0;AT;ALL;AZ;8932664
2022-W04;AT;7388778;120200;1200;710;;1158;9847;137;5;0;AT;ALL;MOD;8978929
2021-W37;AT;7388778;120000;150000;205;;693;33;0;0;0;AT;ALL;AZ;8932664
2022-W14;AT;7388778;117600;0;41;;40;441;233;6;0;AT;ALL;MOD;8978929
2022-W15;AT;7388778;117600;0;40;;30;360;216;2;0;AT;ALL;MOD;8978929
2022-W16;AT;7388778;117600;0;20;;44;421;350;4;0;AT;ALL;MOD;8978929
2022-W17;AT;7388778;117600;0;19;;61;474;412;3;0;AT;ALL;MOD;8978929
2021-W33;AT;7388778;105600;0;1505;;12723;95;0;0;0;AT;ALL;MOD;8932664
2021-W34;AT;7388778;105600;0;967;;2931;194;1;0;0;AT;ALL;MOD;8932664
2022-W10;AT;7388778;105600;0;42;;201;489;224;2;0;AT;ALL;MOD;8978929
2021-W37;AT;7388778;102000;0;2329;;1704;699;6;0;0;AT;ALL;MOD;8932664
2021-W25;AT;7388778;98400;0;1039;;72789;33;1;0;0;AT;ALL;AZ;8932664
2021-W27;AT;7388778;95000;0;2873;;61691;47;4;0;0;AT;ALL;AZ;8932664
2022-W02;AT;7388778;94800;0;1050;;2639;21974;241;4;0;AT;ALL;MOD;8978929
2021-W41;AT;7388778;88800;0;2829;;15;196;3;0;0;AT;ALL;JANSS;8932664
2021-W43;AT;7388778;87600;0;1464;;998;4388;6;3;0;AT;ALL;MOD;8932664
2021-W26;AT;7388778;79200;0;26211;;17;15;0;0;0;AT;ALL;JANSS;8932664
2021-W41;AT;7388778;79200;0;74;;225;19;1;0;0;AT;ALL;AZ;8932664
2021-W40;AT;7388778;74400;0;876;;1694;3169;8;1;0;AT;ALL;MOD;8932664
2021-W41;AT;7388778;74400;0;942;;1501;4522;9;1;0;AT;ALL;MOD;8932664
2022-W24;AT;7388778;73200;0;18;;41;261;728;9;0;AT;ALL;MOD;8978929
2022-W22;AT;7388778;72000;0;19;;29;279;448;0;0;AT;ALL;MOD;8978929
2022-W23;AT;7388778;72000;0;15;;33;282;452;5;0;AT;ALL;MOD;8978929
2022-W19;AT;7388778;70200;0;18;;42;432;451;2;0;AT;ALL;MOD;8978929
2021-W26;AT;7388778;68400;0;15494;;45463;35;0;0;0;AT;ALL;MOD;8932664
2021-W40;AT;7388778;67200;0;4217;;48;138;4;0;0;AT;ALL;JANSS;8932664
2021-W25;AT;7388778;66000;0;15880;;40850;13;2;0;0;AT;ALL;MOD;8932664
2022-W05;AT;7388778;64800;0;443;;953;9854;232;6;0;AT;ALL;MOD;8978929
2021-W42;AT;7388778;61300;0;1072;;1230;6187;12;0;0;AT;ALL;MOD;8932664
2021-W27;AT;7388778;58800;0;12690;;38642;88;1;0;0;AT;ALL;MOD;8932664
2021-W28;AT;7388778;58800;0;4105;;41401;85;2;0;0;AT;ALL;MOD;8932664
2021-W29;AT;7388778;58800;0;8123;;38986;36;1;0;0;AT;ALL;MOD;8932664
2021-W30;AT;7388778;57600;0;3455;;15984;100;1;2;0;AT;ALL;MOD;8932664
2021-W31;AT;7388778;57600;0;2401;;15856;44;2;0;0;AT;ALL;MOD;8932664
2021-W39;AT;7388778;57600;0;7669;;31;141;2;0;0;AT;ALL;JANSS;8932664
2022-W01;AT;7388778;57600;0;811;;2184;20471;158;5;0;AT;ALL;MOD;8978929
2021-W38;AT;7388778;52800;0;14091;;37;34;2;0;0;AT;ALL;JANSS;8932664
2022-W18;AT;7388778;44400;0;19;;55;463;393;3;0;AT;ALL;MOD;8978929
2022-W21;AT;7388778;44400;0;13;;26;277;360;3;0;AT;ALL;MOD;8978929
2021-W31;AT;7388778;36000;0;403;;14047;21;2;0;0;AT;ALL;AZ;8932664
2021-W32;AT;7388778;33600;498800;274;;5086;51;0;0;0;AT;ALL;AZ;8932664
2022-W11;AT;7388778;33600;0;39;;142;521;237;1;0;AT;ALL;MOD;8978929
2021-W37;AT;7388778;31200;0;11673;;42;29;0;0;0;AT;ALL;JANSS;8932664
2021-W30;AT;7388778;28800;0;12496;;31;21;0;0;0;AT;ALL;JANSS;8932664
2021-W35;AT;7388778;28800;0;235;;1633;20;0;0;0;AT;ALL;AZ;8932664
2021-W50;AT;7388778;27000;0;3412;;3487;54355;139;7;0;AT;ALL;MOD;8932664
2021-W36;AT;7388778;24000;500000;252;;847;28;1;0;0;AT;ALL;AZ;8932664
2021-W27;AT;7388778;19200;0;24875;;16;94;0;0;0;AT;ALL;JANSS;8932664
2021-W25;AT;7388778;12300;0;8954;;23;9;0;0;0;AT;ALL;JANSS;8932664
2022-W25;AT;7388778;2200;0;13;;15;257;1319;16;0;AT;ALL;MOD;8978929
2021-W25;AT;7388778;0;0;0;;0;0;0;0;0;AT;ALL;NVXD;8932664
2021-W25;AT;7388778;0;0;9;;4;0;0;0;0;AT;ALL;COMBA.1;8932664
2021-W25;AT;7388778;0;0;0;;0;0;0;0;224;AT;ALL;UNK;8932664
2021-W25;AT;7388778;0;0;0;;0;0;0;0;0;AT;ALL;VLA;8932664
2021-W25;AT;7388778;0;0;0;;0;0;0;0;0;AT;ALL;MODBA.1;8932664
2021-W25;AT;7388778;0;0;0;;3;0;0;0;0;AT;ALL;COMBA.4-5;8932664
2021-W25;AT;7388778;0;0;0;;0;0;0;0;0;AT;ALL;SGSK;8932664
2021-W25;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;COMBA.4-5;8932664
2021-W25;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;SGSK;8932664
2021-W25;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;VLA;8932664
2021-W25;AT;433755;0;0;2;;0;0;0;0;0;AT;Age0_4;AZ;8932664
2021-W25;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;COMBA.1;8932664
2021-W25;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;UNK;8932664
2021-W25;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;NVXD;8932664
2021-W25;AT;433755;0;0;19;;2;0;0;0;0;AT;Age0_4;COM;8932664
2021-W25;AT;433755;0;0;3;;0;0;0;0;0;AT;Age0_4;MOD;8932664
2021-W25;AT;433755;0;0;1;;0;0;0;0;0;AT;Age0_4;JANSS;8932664
2021-W25;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;MODBA.1;8932664
2021-W25;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;COMBA.4-5;8932664
2021-W25;AT;423433;0;0;1;;0;0;0;0;0;AT;Age10_14;AZ;8932664
2021-W25;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;VLA;8932664
2021-W25;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;UNK;8932664
2021-W25;AT;423433;0;0;1;;0;0;0;0;0;AT;Age10_14;JANSS;8932664
2021-W25;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;COMBA.1;8932664
2021-W25;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;SGSK;8932664
2021-W25;AT;423433;0;0;7939;;262;0;0;0;0;AT;Age10_14;COM;8932664
2021-W25;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;MOD;8932664
2021-W25;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;MODBA.1;8932664
2021-W25;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;NVXD;8932664
2021-W25;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;COMBA.1;8932664
2021-W25;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;COMBA.4-5;8932664
2021-W25;AT;258398;0;0;18;;0;0;0;0;0;AT;Age15_17;JANSS;8932664
2021-W25;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;VLA;8932664
2021-W25;AT;258398;0;0;5;;18;0;0;0;0;AT;Age15_17;MOD;8932664
2021-W25;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;NVXD;8932664
2021-W25;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;SGSK;8932664
2021-W25;AT;258398;0;0;1;;14;1;0;0;0;AT;Age15_17;AZ;8932664
2021-W25;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;MODBA.1;8932664
2021-W25;AT;258398;0;0;15000;;2416;1;0;0;0;AT;Age15_17;COM;8932664
2021-W25;AT;258398;0;0;0;;0;0;0;0;1;AT;Age15_17;UNK;8932664
2021-W25;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;NVXD;8932664
2021-W25;AT;683584;0;0;139;;1520;0;0;0;0;AT;Age18_24;AZ;8932664
2021-W25;AT;683584;0;0;2308;;2115;1;0;0;0;AT;Age18_24;MOD;8932664
2021-W25;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;MODBA.1;8932664
2021-W25;AT;683584;0;0;1470;;1;1;0;0;0;AT;Age18_24;JANSS;8932664
2021-W25;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;COMBA.1;8932664
2021-W25;AT;683584;0;0;0;;0;0;0;0;21;AT;Age18_24;UNK;8932664
2021-W25;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;SGSK;8932664
2021-W25;AT;683584;0;0;27257;;14263;7;0;0;0;AT;Age18_24;COM;8932664
2021-W25;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;COMBA.4-5;8932664
2021-W25;AT;683584;0;0;0;;0;0;0;0;0;AT;Age18_24;VLA;8932664
2021-W25;AT;3002329;0;0;543;;11018;8;1;0;0;AT;Age25_49;AZ;8932664
2021-W25;AT;3002329;0;0;9172;;17961;6;0;0;0;AT;Age25_49;MOD;8932664
2021-W25;AT;3002329;0;0;0;;0;0;0;0;0;AT;Age25_49;NVXD;8932664
2021-W25;AT;3002329;0;0;0;;0;0;0;0;0;AT;Age25_49;SGSK;8932664
2021-W25;AT;3002329;0;0;7;;2;0;0;0;0;AT;Age25_49;COMBA.1;8932664
2021-W25;AT;3002329;0;0;5184;;8;4;0;0;0;AT;Age25_49;JANSS;8932664
2021-W25;AT;3002329;0;0;0;;0;0;0;0;79;AT;Age25_49;UNK;8932664
2021-W25;AT;3002329;0;0;0;;2;0;0;0;0;AT;Age25_49;COMBA.4-5;8932664
2021-W25;AT;3002329;0;0;0;;0;0;0;0;0;AT;Age25_49;VLA;8932664
2021-W25;AT;3002329;0;0;106290;;99599;38;1;0;0;AT;Age25_49;COM;8932664
2021-W25;AT;3002329;0;0;0;;0;0;0;0;0;AT;Age25_49;MODBA.1;8932664
2021-W25;AT;1399348;0;0;0;;0;0;0;0;0;AT;Age50_59;SGSK;8932664
2021-W25;AT;1399348;0;0;3021;;15239;3;0;0;0;AT;Age50_59;MOD;8932664
2021-W25;AT;1399348;0;0;1275;;7;2;0;0;0;AT;Age50_59;JANSS;8932664
2021-W25;AT;1399348;0;0;0;;0;0;0;0;0;AT;Age50_59;COMBA.4-5;8932664
2021-W25;AT;1399348;0;0;132;;8988;8;0;0;0;AT;Age50_59;AZ;8932664
2021-W25;AT;1399348;0;0;0;;0;0;0;0;0;AT;Age50_59;MODBA.1;8932664
2021-W25;AT;1399348;0;0;0;;0;0;0;0;0;AT;Age50_59;VLA;8932664
2021-W25;AT;1399348;0;0;0;;0;0;0;0;26;AT;Age50_59;UNK;8932664
2021-W25;AT;1399348;0;0;17154;;103948;30;2;0;0;AT;Age50_59;COM;8932664
2021-W25;AT;1399348;0;0;0;;0;0;0;0;0;AT;Age50_59;NVXD;8932664
2021-W25;AT;1399348;0;0;1;;1;0;0;0;0;AT;Age50_59;COMBA.1;8932664
2021-W25;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;MODBA.1;8932664
2021-W25;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;JANSS;8932664
2021-W25;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;COMBA.1;8932664
2021-W25;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;SGSK;8932664
2021-W25;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;COMBA.4-5;8932664
2021-W25;AT;428300;0;0;8;;4;0;0;0;0;AT;Age5_9;COM;8932664
2021-W25;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;UNK;8932664
2021-W25;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;AZ;8932664
2021-W25;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;NVXD;8932664
2021-W25;AT;428300;0;0;0;;0;0;0;0;0;AT;Age5_9;VLA;8932664
2021-W25;AT;428300;0;0;1;;1;0;0;0;0;AT;Age5_9;MOD;8932664
2021-W25;AT;1047888;0;0;0;;0;0;0;0;0;AT;Age60_69;SGSK;8932664
2021-W25;AT;1047888;0;0;485;;2;1;0;0;0;AT;Age60_69;JANSS;8932664
2021-W25;AT;1047888;0;0;0;;0;0;0;0;0;AT;Age60_69;VLA;8932664
2021-W25;AT;1047888;0;0;849;;4326;2;1;0;0;AT;Age60_69;MOD;8932664
2021-W25;AT;1047888;0;0;0;;0;0;0;0;0;AT;Age60_69;COMBA.4-5;8932664
2021-W25;AT;1047888;0;0;0;;0;0;0;0;0;AT;Age60_69;NVXD;8932664
2021-W25;AT;1047888;0;0;8234;;52991;22;7;0;0;AT;Age60_69;COM;8932664
2021-W25;AT;1047888;0;0;1;;1;0;0;0;0;AT;Age60_69;COMBA.1;8932664
2021-W25;AT;1047888;0;0;0;;0;0;0;0;0;AT;Age60_69;MODBA.1;8932664
2021-W25;AT;1047888;0;0;0;;0;0;0;0;51;AT;Age60_69;UNK;8932664
2021-W25;AT;1047888;0;0;103;;14029;2;0;0;0;AT;Age60_69;AZ;8932664
2021-W25;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;SGSK;8932664
2021-W25;AT;753524;0;0;0;;0;0;0;0;43;AT;Age70_79;UNK;8932664
2021-W25;AT;753524;0;0;266;;1;1;0;0;0;AT;Age70_79;JANSS;8932664
2021-W25;AT;753524;0;0;0;;1;0;0;0;0;AT;Age70_79;COMBA.4-5;8932664
2021-W25;AT;753524;0;0;3559;;13980;10;0;0;0;AT;Age70_79;COM;8932664
2021-W25;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;MODBA.1;8932664
2021-W25;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;COMBA.1;8932664
2021-W25;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;NVXD;8932664
2021-W25;AT;753524;0;0;360;;928;0;1;0;0;AT;Age70_79;MOD;8932664
2021-W25;AT;753524;0;0;84;;31883;14;0;0;0;AT;Age70_79;AZ;8932664
2021-W25;AT;753524;0;0;0;;0;0;0;0;0;AT;Age70_79;VLA;8932664
2021-W25;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;COMBA.1;8932664
2021-W25;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;MODBA.1;8932664
2021-W25;AT;502105;0;0;1566;;3880;7;0;0;0;AT;Age80+;COM;8932664
2021-W25;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;VLA;8932664
2021-W25;AT;502105;0;0;0;;0;0;0;0;4;AT;Age80+;UNK;8932664
2021-W25;AT;502105;0;0;170;;281;1;0;0;0;AT;Age80+;MOD;8932664
2021-W25;AT;502105;0;0;38;;5351;1;0;0;0;AT;Age80+;AZ;8932664
2021-W25;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;NVXD;8932664
2021-W25;AT;502105;0;0;274;;4;0;0;0;0;AT;Age80+;JANSS;8932664
2021-W25;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;COMBA.4-5;8932664
2021-W25;AT;502105;0;0;0;;0;0;0;0;0;AT;Age80+;SGSK;8932664
2021-W25;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;NVXD;8932664
2021-W25;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;MODBA.1;8932664
2021-W25;AT;1543886;0;0;20;;0;0;0;0;0;AT;Age<18;JANSS;8932664
2021-W25;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;VLA;8932664
2021-W25;AT;1543886;0;0;9;;19;0;0;0;0;AT;Age<18;MOD;8932664
2021-W25;AT;1543886;0;0;0;;0;0;0;0;1;AT;Age<18;UNK;8932664
2021-W25;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;SGSK;8932664
2021-W25;AT;1543886;0;0;4;;14;1;0;0;0;AT;Age<18;AZ;8932664
2021-W25;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;COMBA.4-5;8932664
2021-W25;AT;1543886;0;0;22966;;2684;1;0;0;0;AT;Age<18;COM;8932664
2021-W25;AT;1543886;0;0;0;;0;0;0;0;0;AT;Age<18;COMBA.1;8932664
2021-W26;AT;7388778;0;0;0;;0;0;0;0;0;AT;ALL;SGSK;8932664
2021-W26;AT;7388778;0;0;0;;0;0;0;0;168;AT;ALL;UNK;8932664
2021-W26;AT;7388778;0;0;6;;6;0;0;0;0;AT;ALL;COMBA.1;8932664
2021-W26;AT;7388778;0;0;0;;0;0;0;0;0;AT;ALL;VLA;8932664
2021-W26;AT;7388778;0;0;4;;2;0;0;0;0;AT;ALL;COMBA.4-5;8932664
2021-W26;AT;7388778;0;0;0;;0;0;0;0;0;AT;ALL;NVXD;8932664
2021-W26;AT;7388778;0;0;0;;1;0;0;0;0;AT;ALL;MODBA.1;8932664
2021-W26;AT;433755;0;0;7;;0;0;0;0;0;AT;Age0_4;COM;8932664
2021-W26;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;VLA;8932664
2021-W26;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;SGSK;8932664
2021-W26;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;UNK;8932664
2021-W26;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;AZ;8932664
2021-W26;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;MODBA.1;8932664
2021-W26;AT;433755;0;0;1;;0;0;0;0;0;AT;Age0_4;JANSS;8932664
2021-W26;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;MOD;8932664
2021-W26;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;NVXD;8932664
2021-W26;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;COMBA.4-5;8932664
2021-W26;AT;433755;0;0;0;;0;0;0;0;0;AT;Age0_4;COMBA.1;8932664
2021-W26;AT;423433;0;0;9505;;726;0;0;0;0;AT;Age10_14;COM;8932664
2021-W26;AT;423433;0;0;3;;1;0;0;0;0;AT;Age10_14;AZ;8932664
2021-W26;AT;423433;0;0;2;;0;0;0;0;0;AT;Age10_14;JANSS;8932664
2021-W26;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;NVXD;8932664
2021-W26;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;MODBA.1;8932664
2021-W26;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;COMBA.4-5;8932664
2021-W26;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;COMBA.1;8932664
2021-W26;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;UNK;8932664
2021-W26;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;VLA;8932664
2021-W26;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;SGSK;8932664
2021-W26;AT;423433;0;0;0;;0;0;0;0;0;AT;Age10_14;MOD;8932664
2021-W26;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;VLA;8932664
2021-W26;AT;258398;0;0;25;;0;0;0;0;0;AT;Age15_17;JANSS;8932664
2021-W26;AT;258398;0;0;12;;21;0;0;0;0;AT;Age15_17;AZ;8932664
2021-W26;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;SGSK;8932664
2021-W26;AT;258398;0;0;17589;;4409;1;0;0;0;AT;Age15_17;COM;8932664
2021-W26;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;COMBA.4-5;8932664
2021-W26;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;MODBA.1;8932664
2021-W26;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;NVXD;8932664
2021-W26;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;COMBA.1;8932664
2021-W26;AT;258398;0;0;6;;49;0;0;0;0;AT;Age15_17;MOD;8932664
2021-W26;AT;258398;0;0;0;;0;0;0;0;0;AT;Age15_17;UNK;8932664
